"kingdom" "supergroup" "division" "class" "order" "family" "genus" "species"
"asv_023_00153" "Eukaryota" "Alveolata" "Ciliophora" "Spirotrichea" "Choreotrichida" "Leegaardiellidae_B" "Leegaardiella" "Leegaardiella_sp."
"asv_023_00154" "Eukaryota" "Archaeplastida" "Chlorophyta" "Mamiellophyceae" "Mamiellales" "Mamiellaceae" "Micromonas" "Micromonas_polaris"
"asv_023_00155" "Eukaryota" "Alveolata" "Ciliophora" "Spirotrichea" "Choreotrichida" "Leegaardiellidae_B" "Leegaardiella" "Leegaardiella_sp."
"asv_023_00156" "Eukaryota" "Stramenopiles" "Ochrophyta" "Chrysophyceae" "Chrysophyceae_X" "Chrysophyceae_Clade-H" "Chrysophyceae_Clade-H_X" "Chrysophyceae_Clade-H_X_sp."
"asv_023_00157" "Eukaryota" "Opisthokonta" "Choanoflagellida" "Choanoflagellatea" "Acanthoecida" "Stephanoecidae_Group_H" "Stephanoecidae_Group_H_X" "Stephanoecidae_Group_H_X_sp."
"asv_023_00158" "Eukaryota" "Alveolata" "Dinoflagellata" "Syndiniales" "Dino-Group-I" "Dino-Group-I-Clade-1" "Dino-Group-I-Clade-1_X" "Dino-Group-I-Clade-1_X_sp."
"asv_023_00159" "Eukaryota" "Alveolata" "Ciliophora" "Spirotrichea" "Choreotrichida" "Leegaardiellidae_B" "Leegaardiella" "Leegaardiella_sp."
"asv_023_00161" "Eukaryota" "Alveolata" "Ciliophora" "Spirotrichea" "Strombidiida_B" "Strombidiida_B_X" "Strombidiida_B_XX" "Strombidiida_B_XX_sp."
"asv_023_00162" "Eukaryota" "Stramenopiles" "Ochrophyta" "Dictyochophyceae" "Dictyochophyceae_X" "Pedinellales" "Pedinellales_X" "Pedinellales_X_sp."
"asv_023_00163" "Eukaryota" "Rhizaria" "Cercozoa" "Filosa-Thecofilosea" "Ventricleftida" "CCW10-lineage" "CCW10-lineage_X" "CCW10-lineage_X_sp."
"asv_023_00164" "Eukaryota" "Stramenopiles" "Ochrophyta" "Chrysophyceae" "Chrysophyceae_X" "Chrysophyceae_Clade-F" "Paraphysomonas" "Paraphysomonas_foraminifera"
"asv_023_00165" "Eukaryota" "Alveolata" "Ciliophora" "Spirotrichea" "Strombidiida_F" "Strombidiida_F_X" "Strombidiida_F_XX" "Strombidiida_F_XX_sp."
"asv_023_00166" "Eukaryota" "Hacrobia" "Haptophyta" "Prymnesiophyceae" "Prymnesiales" "Chrysochromulinaceae" "Chrysochromulina" "Chrysochromulina_sp."
"asv_023_00167" "Eukaryota" "Alveolata" "Dinoflagellata" "Dinophyceae" "Gymnodiniales" "Gymnodiniaceae" "Gyrodinium" "Gyrodinium_helveticum"
"asv_023_00168" "Eukaryota" "Alveolata" "Dinoflagellata" "Dinophyceae" "Peridiniales" "Heterocapsaceae" "Heterocapsa" "Heterocapsa_pygmaea"
"asv_023_00169" "Eukaryota" "Alveolata" "Ciliophora" "Spirotrichea" "Strombidiida" "Tontoniidae_B" "Tontoniidae_B_X" "Tontoniidae_B_X_sp."
"asv_023_00170" "Eukaryota" "Alveolata" "Dinoflagellata" "Dinophyceae" "Dinophyceae_X" "Dinophyceae_XX" "Dinophyceae_XXX" "Dinophyceae_XXX_sp."
"asv_023_00171" "Eukaryota" "Stramenopiles" "Ochrophyta" "Bacillariophyta" "Bacillariophyta_X" "Raphid-pennate" "Raphid-pennate_X" "Raphid-pennate_X_sp."
"asv_023_00172" "Eukaryota" "Stramenopiles" "Ochrophyta" "Bacillariophyta" "Bacillariophyta_X" "Polar-centric-Mediophyceae" "Attheya" "Attheya_septentrionalis"
"asv_023_00173" "Eukaryota" "Stramenopiles" "Sagenista" "MAST-8" "MAST-8A" "MAST-8A_X" "MAST-8A_XX" "MAST-8A_XX_sp."
"asv_023_00174" "Eukaryota" "Hacrobia" "Picozoa" "Picozoa_X" "Picozoa_XX" "Picozoa_XXX" "Picozoa_XXXX" "Picozoa_XXXX_sp."
"asv_023_00175" "Eukaryota" "Alveolata" "Ciliophora" "Spirotrichea" "Choreotrichida" "Strobilidiidae_A" "Strobilidiidae_A_X" "Strobilidiidae_A_X_sp."
"asv_023_00176" "Eukaryota" "Alveolata" "Dinoflagellata" "Dinophyceae" "Dinophyceae_X" "Dinophyceae_XX" "Dinophyceae_XXX" "Dinophyceae_XXX_sp."
"asv_023_00177" "Eukaryota" "Stramenopiles" "Ochrophyta" "Bacillariophyta" "Bacillariophyta_X" "Polar-centric-Mediophyceae" "Chaetoceros" "Chaetoceros_rostratus"
"asv_023_00178" "Eukaryota" "Stramenopiles" "Ochrophyta" "Bacillariophyta" "Bacillariophyta_X" "Raphid-pennate" "Raphid-pennate_X" "Raphid-pennate_X_sp."
"asv_023_00179" "Eukaryota" "Alveolata" "Dinoflagellata" "Dinophyceae" "Peridiniales" "Amphidiniopsidaceae" "Islandinium" "Islandinium_minutum"
"asv_023_00180" "Eukaryota" "Rhizaria" "Cercozoa" "Filosa-Thecofilosea" "Cryomonadida" "Cryothecomonas-lineage" "Cryothecomonas-lineage_X" "Cryothecomonas-lineage_X_sp."
"asv_023_00181" "Eukaryota" "Alveolata" "Dinoflagellata" "Syndiniales" "Dino-Group-I" "Dino-Group-I-Clade-1" "Dino-Group-I-Clade-1_X" "Dino-Group-I-Clade-1_X_sp."
"asv_023_00182" "Eukaryota" "Alveolata" "Ciliophora" "Phyllopharyngea" "Cyrtophoria_1" "Pithitidae" "Pithites" "Pithites_vorax"
"asv_023_00183" "Eukaryota" "Opisthokonta" "Choanoflagellida" "Choanoflagellatea" "Acanthoecida" "Acanthoecida_X" "Acanthoecida_XX" "Acanthoecida_XX_sp."
"asv_023_00184" "Eukaryota" "Stramenopiles" "Ochrophyta" "Bacillariophyta" "Bacillariophyta_X" "Raphid-pennate" "Pleurosigma" "Pleurosigma_intermedium"
"asv_023_00185" "Eukaryota" "Stramenopiles" "Ochrophyta" "Dictyochophyceae" "Dictyochophyceae_X" "Pedinellales" "Pedinellales_X" "Pedinellales_X_sp."
"asv_023_00186" "Eukaryota" "Alveolata" "Ciliophora" "Spirotrichea" "Strombidiida" "Strombidiidae_K" "Strombidium_K" "Strombidium_capitatum"
"asv_023_00187" "Eukaryota" "Opisthokonta" "Fungi" "Basidiomycota" "Pucciniomycotina" "Cystobasidiomycetes" "Rhodotorula" "Rhodotorula_mucilaginosa"
"asv_023_00188" "Eukaryota" "Alveolata" "Dinoflagellata" "Syndiniales" "Dino-Group-III" "Dino-Group-III_X" "Dino-Group-III_XX" "Dino-Group-III_XX_sp."
"asv_023_00189" "Eukaryota" "Alveolata" "Dinoflagellata" "Syndiniales" "Dino-Group-II" "Dino-Group-II-Clade-39" "Dino-Group-II-Clade-39_X" "Dino-Group-II-Clade-39_X_sp."
"asv_023_00190" "Eukaryota" "Opisthokonta" "Metazoa" "Arthropoda" "Crustacea" "Maxillopoda" "Pseudocalanus" "Pseudocalanus_moultoni"
"asv_023_00191" "Eukaryota" "Opisthokonta" "Metazoa" "Urochordata" "Urochordata_X" "Appendicularia" "Appendicularia_X" "Appendicularia_X_sp."
"asv_023_00192" "Eukaryota" "Hacrobia" "Haptophyta" "Prymnesiophyceae" "Prymnesiales" "Prymnesiaceae" "Haptolina" "Haptolina_sp."
"asv_023_00193" "Eukaryota" "Hacrobia" "Katablepharidophyta" "Katablepharidaceae" "Katablepharidales" "Katablepharidales_X" "Katablepharidales_XX" "Katablepharidales_XX_sp."
"asv_023_00194" "Eukaryota" "Alveolata" "Dinoflagellata" "Dinophyceae" "Torodiniales" "Torodiniaceae" "Torodinium" "Torodinium_robustum"
"asv_023_00195" "Eukaryota" "Alveolata" "Dinoflagellata" "Syndiniales" "Dino-Group-I" "Dino-Group-I-Clade-5" "Dino-Group-I-Clade-5_X" "Dino-Group-I-Clade-5_X_sp."
"asv_023_00196" "Eukaryota" "Archaeplastida" "Chlorophyta" "Pyramimonadophyceae" "Pyramimonadales" "Pyramimonadaceae" "Pyramimonas" "Pyramimonas_gelidicola"
"asv_023_00197" "Eukaryota" "Alveolata" "Dinoflagellata" "Dinophyceae" "Peridiniales" "Heterocapsaceae" "Heterocapsa" "Heterocapsa_nei/rotundata"
"asv_023_00198" "Eukaryota" "Stramenopiles" "Ochrophyta" "Bacillariophyta" "Bacillariophyta_X" "Raphid-pennate" "Bacillaria" "Bacillaria_paxillifer"
"asv_023_00199" "Eukaryota" "Alveolata" "Dinoflagellata" "Dinophyceae" "Prorocentrales" "Prorocentraceae" "Prorocentrum" "Prorocentrum_cordatum"
"asv_023_00200" "Eukaryota" "Alveolata" "Ciliophora" "Spirotrichea" "Strombidiida" "Strombidiidae_R" "Strombidium_R" "Strombidium_R_sp."
"asv_023_00201" "Eukaryota" "Alveolata" "Ciliophora" "Spirotrichea" "Choreotrichida" "Leegaardiellidae_B" "Leegaardiella" "Leegaardiella_sp."
"asv_023_00202" "Eukaryota" "Alveolata" "Ciliophora" "Nassophorea" "Nassophorea_X" "Discotrichidae" "NASSO_1" "NASSO_1_sp."
"asv_023_00203" "Eukaryota" "Stramenopiles" "Stramenopiles_X" "Stramenopiles_XX" "Stramenopiles_XXX" "Stramenopiles_XXXX" "Stramenopiles_XXXXX" "Stramenopiles_XXXXX_sp."
"asv_023_00204" "Eukaryota" "Alveolata" "Dinoflagellata" "Syndiniales" "Dino-Group-II" "Dino-Group-II-Clade-14" "Dino-Group-II-Clade-14_X" "Dino-Group-II-Clade-14_X_sp."
"asv_023_00205" "Eukaryota" "Alveolata" "Dinoflagellata" "Dinophyceae" "Dinophyceae_X" "Dinophyceae_XX" "Dinophyceae_XXX" "Dinophyceae_XXX_sp."
"asv_023_00206" "Eukaryota" "Alveolata" "Dinoflagellata" "Syndiniales" "Dino-Group-II" "Dino-Group-II-Clade-1" "Dino-Group-II-Clade-1_X" "Dino-Group-II-Clade-1_X_sp."
"asv_023_00207" "Eukaryota" "Alveolata" "Dinoflagellata" "Dinophyceae" "Gymnodiniales" "Gymnodiniaceae" "Gyrodinium" "Gyrodinium_helveticum"
"asv_023_00208" "Eukaryota" "Alveolata" "Ciliophora" "Spirotrichea" "Choreotrichida" "Strobilidiidae_I" "Pelagostrobilidium" "Pelagostrobilidium_paraepacrum"
"asv_023_00209" "Eukaryota" "Rhizaria" "Radiolaria" "RAD-B" "RAD-B_X" "RAD-B-Group-IV" "RAD-B-Group-IV_X" "RAD-B-Group-IV_X_sp."
"asv_023_00210" "Eukaryota" "Opisthokonta" "Choanoflagellida" "Choanoflagellatea" "Acanthoecida" "Stephanoecidae_Group_D" "Stephanoecidae_Group_D_X" "Stephanoecidae_Group_D_X_sp."
"asv_023_00211" "Eukaryota" "Hacrobia" "Centroheliozoa" "Centroheliozoa_X" "Pterocystida" "Pterocystida_X" "Pterocystida_XX" "Pterocystida_XX_sp."
"asv_023_00212" "Eukaryota" "Alveolata" "Ciliophora" "Nassophorea" "Nassophorea_X" "Discotrichidae" "NASSO_1" "NASSO_1_sp."
"asv_023_00213" "Eukaryota" "Alveolata" "Ciliophora" "Spirotrichea" "Strombidiida" "Strombidiidae_L" "Strombidiidae_L_X" "Strombidiidae_L_X_sp."
"asv_023_00214" "Eukaryota" "Opisthokonta" "Metazoa" "Mollusca" "Gastropoda" "Heterobranchia" "Aplysia" "Aplysia_parvula"
"asv_023_00215" "Eukaryota" "Alveolata" "Dinoflagellata" "Dinophyceae" "Prorocentrales" "Prorocentraceae" "Prorocentrum" "Prorocentrum_sp."
"asv_023_00216" "Eukaryota" "Hacrobia" "Telonemia" "Telonemia_X" "Telonemia_XX" "Telonemia-Group-2" "Telonemia-Group-2_X" "Telonemia-Group-2_X_sp."
"asv_023_00217" "Eukaryota" "Hacrobia" "Telonemia" "Telonemia_X" "Telonemia_XX" "Telonemia-Group-2" "Telonemia-Group-2_X" "Telonemia-Group-2_X_sp."
"asv_023_00218" "Eukaryota" "Stramenopiles" "Ochrophyta" "Bacillariophyta" "Bacillariophyta_X" "Polar-centric-Mediophyceae" "Chaetoceros" "Chaetoceros_danicus"
"asv_023_00219" "Eukaryota" "Stramenopiles" "Ochrophyta" "Bacillariophyta" "Bacillariophyta_X" "Raphid-pennate" "Bacillaria" "Bacillaria_paxillifer"
"asv_023_00220" "Eukaryota" "Opisthokonta" "Metazoa" "Cnidaria" "Cnidaria_X" "Hydrozoa" "Hydrozoa_X" "Hydrozoa_X_sp."
"asv_023_00221" "Eukaryota" "Hacrobia" "Picozoa" "Picozoa_X" "Picozoa_XX" "Picozoa_XXX" "Picozoa_XXXX" "Picozoa_XXXX_sp."
"asv_023_00222" "Eukaryota" "Opisthokonta" "Choanoflagellida" "Choanoflagellatea" "Acanthoecida" "Stephanoecidae_Group_D" "Stephanoecidae_Group_D_X" "Stephanoecidae_Group_D_X_sp."
"asv_023_00223" "Eukaryota" "Hacrobia" "Haptophyta" "Prymnesiophyceae" "Prymnesiophyceae_Clade_F" "Prymnesiophyceae_Clade_F_X" "Prymnesiophyceae_Clade_F_XX" "Prymnesiophyceae_Clade_F_XX_sp."
"asv_023_00224" "Eukaryota" "Alveolata" "Ciliophora" "Spirotrichea" "Strombidiida" "Strombidiidae" "Parallelostrombidium" "Parallelostrombidium_conicum"
"asv_023_00225" "Eukaryota" "Stramenopiles" "Ochrophyta" "Pelagophyceae" "Sarcinochrysidales" "Sarcinochrysidaceae" "Ankylochrysis" "Ankylochrysis_sp."
"asv_023_00226" "Eukaryota" "Alveolata" "Dinoflagellata" "Syndiniales" "Dino-Group-II" "Dino-Group-II-Clade-16" "Dino-Group-II-Clade-16_X" "Dino-Group-II-Clade-16_X_sp."
"asv_023_00227" "Eukaryota" "Opisthokonta" "Metazoa" "Mollusca" "Gastropoda" "Heterobranchia" "Aplysia" "Aplysia_parvula"
"asv_023_00228" "Eukaryota" "Rhizaria" "Radiolaria" "Polycystinea" "Nassellaria" "Nassellaria_X" "Nassellaria_XX" "Nassellaria_XX_sp."
"asv_023_00229" "Eukaryota" "Hacrobia" "Haptophyta" "Prymnesiophyceae" "Prymnesiales" "Chrysochromulinaceae" "Chrysochromulina" "Chrysochromulina_sp."
"asv_023_00230" "Eukaryota" "Alveolata" "Dinoflagellata" "Dinophyceae" "Peridiniales" "Amphidiniopsidaceae" "Islandinium" "Islandinium_tricingulatum"
"asv_023_00231" "Eukaryota" "Alveolata" "Dinoflagellata" "Dinophyceae" "Dinophyceae_X" "Dinophyceae_XX" "Dinophyceae_XXX" "Dinophyceae_XXX_sp."
"asv_023_00232" "Eukaryota" "Archaeplastida" "Chlorophyta" "Pyramimonadales" "Pyramimonadales_X" "Pyramimonadales_XX" "Pyramimonadales_XXX" "Pyramimonadales_XXX_sp."
"asv_023_00233" "Eukaryota" "Alveolata" "Dinoflagellata" "Dinophyceae" "Dinophyceae_X" "Dinophyceae_XX" "Dinophyceae_XXX" "Dinophyceae_XXX_sp."
"asv_023_00234" "Eukaryota" "Opisthokonta" "Choanoflagellida" "Choanoflagellatea" "Acanthoecida" "Stephanoecidae_Group_D" "Stephanoecidae_Group_D_X" "Stephanoecidae_Group_D_X_sp."
"asv_023_00235" "Eukaryota" "Archaeplastida" "Chlorophyta" "Mamiellophyceae" "Mamiellales" "Mamiellaceae" "Micromonas" "Micromonas_commoda_A2"
"asv_023_00236" "Eukaryota" "Stramenopiles" "Ochrophyta" "Dictyochophyceae" "Dictyochophyceae_X" "Florenciellales" "Pseudochattonella" "Pseudochattonella_sp."
"asv_023_00237" "Eukaryota" "Alveolata" "Dinoflagellata" "Dinophyceae" "Peridiniales" "Protoperidiniaceae" "Protoperidinium" "Protoperidinium_bipes"
"asv_023_00238" "Eukaryota" "Rhizaria" "Cercozoa" "Filosa-Thecofilosea" "Cryomonadida" "Cryothecomonas-lineage" "Cryothecomonas" "Cryothecomonas_aestivalis"
"asv_023_00239" "Eukaryota" "Hacrobia" "Haptophyta" "Prymnesiophyceae" "Prymnesiales" "Chrysochromulinaceae" "Chrysochromulina" "Chrysochromulina_sp."
"asv_023_00240" "Eukaryota" "Alveolata" "Dinoflagellata" "Dinophyceae" "Dinophyceae_X" "Dinophyceae_XX" "Dinophyceae_XXX" "Dinophyceae_XXX_sp."
"asv_023_00241" "Eukaryota" "Hacrobia" "Telonemia" "Telonemia_X" "Telonemia_XX" "Telonemia-Group-2" "Telonemia-Group-2_X" "Telonemia-Group-2_X_sp."
"asv_023_00242" "Eukaryota" "Rhizaria" "Cercozoa" "Filosa-Thecofilosea" "Cryomonadida" "Protaspa-lineage" "Protaspa-lineage_X" "Protaspa-lineage_X_sp."
"asv_023_00243" "Eukaryota" "Stramenopiles" "Stramenopiles_X" "Stramenopiles_XX" "Stramenopiles_XXX" "Stramenopiles_XXXX" "Stramenopiles_XXXXX" "Stramenopiles_XXXXX_sp."
"asv_023_00244" "Eukaryota" "Archaeplastida" "Chlorophyta" "Pyramimonadophyceae" "Pyramimonadales" "Pterospermaceae" "Pterosperma" "Pterosperma_sp."
"asv_023_00245" "Eukaryota" "Archaeplastida" "Chlorophyta" "Pyramimonadophyceae" "Pyramimonadales" "Pyramimonadaceae" "Pyramimonas" "Pyramimonas_australis"
"asv_023_00246" "Eukaryota" "Alveolata" "Dinoflagellata" "Syndiniales" "Dino-Group-II" "Dino-Group-II-Clade-5" "Dino-Group-II-Clade-5_X" "Dino-Group-II-Clade-5_X_sp."
"asv_023_00247" "Eukaryota" "Hacrobia" "Haptophyta" "Prymnesiophyceae" "Prymnesiophyceae_Clade_E" "Prymnesiophyceae_Clade_E_X" "Prymnesiophyceae_Clade_E_XX" "Prymnesiophyceae_Clade_E_XX_sp."
"asv_023_00248" "Eukaryota" "Stramenopiles" "Ochrophyta" "Chrysophyceae" "Chrysophyceae_X" "Chrysophyceae_Clade-H" "Chrysophyceae_Clade-H_X" "Chrysophyceae_Clade-H_X_sp."
"asv_023_00249" "Eukaryota" "Stramenopiles" "Ochrophyta" "MOCH-1" "MOCH-1_X" "MOCH-1_XX" "MOCH-1_XXX" "MOCH-1_XXX_sp."
"asv_023_00250" "Eukaryota" "Alveolata" "Dinoflagellata" "Dinophyceae" "Peridiniales" "Amphidomataceae" "Azadinium" "Azadinium_trinitatum"
"asv_023_00251" "Eukaryota" "Rhizaria" "Cercozoa" "Filosa-Thecofilosea" "Cryomonadida" "Protaspa-lineage" "Protaspa-lineage_X" "Protaspa-lineage_X_sp."
"asv_023_00252" "Eukaryota" "Alveolata" "Ciliophora" "Spirotrichea" "Strombidiida" "Strombidiidae" "Varistrombidium" "Varistrombidium_kielum"
"asv_023_00253" "Eukaryota" "Alveolata" "Ciliophora" "Spirotrichea" "Choreotrichida" "Leegaardiellidae_A" "Leegaardiellidae_A_X" "Leegaardiellidae_A_X_sp."
"asv_023_00254" "Eukaryota" "Archaeplastida" "Chlorophyta" "Pyramimonadales" "Pyramimonadales_X" "Pyramimonadales_XX" "Pyramimonadales_XXX" "Pyramimonadales_XXX_sp."
"asv_023_00255" "Eukaryota" "Opisthokonta" "Choanoflagellida" "Choanoflagellatea" "Acanthoecida" "Stephanoecidae_Group_D" "Stephanoecidae_Group_D_X" "Stephanoecidae_Group_D_X_sp."
"asv_023_00256" "Eukaryota" "Stramenopiles" "Ochrophyta" "Bolidophyceae" "Parmales" "Parmales_env_3" "Parmales_env_3B" "Parmales_env_3B_sp."
"asv_023_00257" "Eukaryota" "Alveolata" "Dinoflagellata" "Dinophyceae" "Gymnodiniales" "Gymnodiniaceae" "Gyrodinium" "Gyrodinium_dominans"
"asv_023_00258" "Eukaryota" "Alveolata" "Dinoflagellata" "Syndiniales" "Dino-Group-II" "Dino-Group-II-Clade-10-and-11" "Dino-Group-II-Clade-10-and-11_X" "Dino-Group-II-Clade-10-and-11_X_sp."
"asv_023_00259" "Eukaryota" "Stramenopiles" "Ochrophyta" "Bacillariophyta" "Bacillariophyta_X" "Raphid-pennate" "Entomoneis" "Entomoneis_ornata"
"asv_023_00260" "Eukaryota" "Hacrobia" "Telonemia" "Telonemia_X" "Telonemia_XX" "Telonemia-Group-2" "Telonemia-Group-2_X" "Telonemia-Group-2_X_sp."
"asv_023_00261" "Eukaryota" "Stramenopiles" "Opalozoa" "MAST-3" "MAST-3F" "MAST-3F_X" "MAST-3F_XX" "MAST-3F_XX_sp."
"asv_023_00262" "Eukaryota" "Stramenopiles" "Ochrophyta" "Chrysophyceae" "Chrysophyceae_X" "Chrysophyceae_Clade-F" "Chrysophyceae_Clade-F_X" "Chrysophyceae_Clade-F_X_sp."
"asv_023_00263" "Eukaryota" "Rhizaria" "Cercozoa" "Filosa-Thecofilosea" "Cryomonadida" "Cryothecomonas-lineage" "Cryothecomonas" "Cryothecomonas_aestivalis"
"asv_023_00264" "Eukaryota" "Alveolata" "Dinoflagellata" "Dinophyceae" "Dinophyceae_X" "Dinophyceae_XX" "Dinophyceae_XXX" "Dinophyceae_XXX_sp."
"asv_023_00265" "Eukaryota" "Stramenopiles" "Ochrophyta" "Bacillariophyta" "Bacillariophyta_X" "Raphid-pennate" "Pauliella" "Pauliella_toeniata"
"asv_023_00266" "Eukaryota" "Alveolata" "Dinoflagellata" "Dinophyceae" "Gymnodiniales" "Gymnodiniaceae" "Gyrodinium" "Gyrodinium_sp."
"asv_023_00267" "Eukaryota" "Archaeplastida" "Chlorophyta" "Mamiellophyceae" "Dolichomastigales" "Dolichomastigaceae" "Dolichomastigaceae-B" "Dolichomastigaceae-B_sp."
"asv_023_00268" "Eukaryota" "Stramenopiles" "Ochrophyta" "Bacillariophyta" "Bacillariophyta_X" "Raphid-pennate" "Stauroneis" "Stauroneis_kriegeri"
"asv_023_00269" "Eukaryota" "Rhizaria" "Cercozoa" "Filosa-Thecofilosea" "Ventricleftida" "CCW10-lineage" "CCW10-lineage_X" "CCW10-lineage_X_sp."
"asv_023_00270" "Eukaryota" "Stramenopiles" "Stramenopiles_X" "Stramenopiles_XX" "Stramenopiles_XXX" "Stramenopiles_XXXX" "Stramenopiles_XXXXX" "Stramenopiles_XXXXX_sp."
"asv_023_00271" "Eukaryota" "Stramenopiles" "Sagenista" "Labyrinthulomycetes" "Labyrinthulales" "Labyrinthulaceae" "Labyrinthulaceae_X" "Labyrinthulaceae_X_sp."
"asv_023_00272" "Eukaryota" "Hacrobia" "Haptophyta" "Prymnesiophyceae" "Prymnesiophyceae_Clade_E" "Prymnesiophyceae_Clade_E_X" "Prymnesiophyceae_Clade_E_XX" "Prymnesiophyceae_Clade_E_XX_sp."
"asv_023_00273" "Eukaryota" "Alveolata" "Dinoflagellata" "Syndiniales" "Dino-Group-II" "Dino-Group-II-Clade-16" "Dino-Group-II-Clade-16_X" "Dino-Group-II-Clade-16_X_sp."
"asv_023_00274" "Eukaryota" "Rhizaria" "Cercozoa" "Filosa-Thecofilosea" "Cryomonadida" "Cryothecomonas-lineage" "Cryothecomonas" "Cryothecomonas_aestivalis"
"asv_023_00275" "Eukaryota" "Opisthokonta" "Choanoflagellida" "Choanoflagellatea" "Acanthoecida" "Stephanoecidae_Group_D" "Stephanoecidae_Group_D_X" "Stephanoecidae_Group_D_X_sp."
"asv_023_00276" "Eukaryota" "Archaeplastida" "Chlorophyta" "Mamiellophyceae" "Dolichomastigales" "Dolichomastigaceae" "Dolichomastigaceae-B" "Dolichomastigaceae-B_sp."
"asv_023_00277" "Eukaryota" "Stramenopiles" "Ochrophyta" "Bacillariophyta" "Bacillariophyta_X" "Raphid-pennate" "Naviculales" "Naviculales_sp."
"asv_023_00278" "Eukaryota" "Alveolata" "Dinoflagellata" "Syndiniales" "Dino-Group-II" "Dino-Group-II-Clade-1" "Dino-Group-II-Clade-1_X" "Dino-Group-II-Clade-1_X_sp."
"asv_023_00279" "Eukaryota" "Alveolata" "Ciliophora" "Oligohymenophorea" "Scuticociliatia_1" "Philasterida" "Entorhipidium" "Entorhipidium_tenue"
"asv_023_00280" "Eukaryota" "Hacrobia" "Haptophyta" "Haptophyta_Clade_HAP3" "Haptophyta_Clade_HAP3_X" "Haptophyta_Clade_HAP3_XX" "Haptophyta_Clade_HAP3_XXX" "Haptophyta_Clade_HAP3_XXX_sp."
"asv_023_00281" "Eukaryota" "Hacrobia" "Cryptophyta" "Cryptophyceae" "Cryptomonadales" "Cryptomonadales_X" "Cryptomonadales_XX" "Cryptomonadales_XX_sp."
"asv_023_00282" "Eukaryota" "Alveolata" "Dinoflagellata" "Dinophyceae" "Gymnodiniales" "Gymnodiniaceae" "Gyrodinium" "Gyrodinium_helveticum"
"asv_023_00283" "Eukaryota" "Stramenopiles" "Ochrophyta" "Bacillariophyta" "Bacillariophyta_X" "Polar-centric-Mediophyceae" "Attheya" "Attheya_septentrionalis"
"asv_023_00284" "Eukaryota" "Alveolata" "Dinoflagellata" "Syndiniales" "Dino-Group-I" "Dino-Group-I-Clade-1" "Dino-Group-I-Clade-1_X" "Dino-Group-I-Clade-1_X_sp."
"asv_023_00285" "Eukaryota" "Alveolata" "Dinoflagellata" "Syndiniales" "Dino-Group-I" "Dino-Group-I-Clade-5" "Dino-Group-I-Clade-5_X" "Dino-Group-I-Clade-5_X_sp."
"asv_023_00286" "Eukaryota" "Alveolata" "Dinoflagellata" "Dinophyceae" "Dinophysiales" "Dinophysiaceae" "Dinophysis" "Dinophysis_acuminata"
"asv_023_00287" "Eukaryota" "Stramenopiles" "Ochrophyta" "Bacillariophyta" "Bacillariophyta_X" "Raphid-pennate" "Raphid-pennate_X" "Raphid-pennate_X_sp."
"asv_023_00289" "Eukaryota" "Alveolata" "Dinoflagellata" "Syndiniales" "Dino-Group-II" "Dino-Group-II-Clade-14" "Dino-Group-II-Clade-14_X" "Dino-Group-II-Clade-14_X_sp."
"asv_023_00290" "Eukaryota" "Opisthokonta" "Fungi" "Fungi_X" "Fungi_XX" "Fungi_XXX" "Fungi_XXXX" "Fungi_XXXX_sp."
"asv_023_00291" "Eukaryota" "Rhizaria" "Cercozoa" "Filosa-Thecofilosea" "Cryomonadida" "Protaspa-lineage" "Protaspa-lineage_X" "Protaspa-lineage_X_sp."
"asv_023_00292" "Eukaryota" "Alveolata" "Dinoflagellata" "Dinophyceae" "Gymnodiniales" "Gymnodiniaceae" "Gyrodinium" "Gyrodinium_helveticum"
"asv_023_00293" "Eukaryota" "Stramenopiles" "Ochrophyta" "Bacillariophyta" "Bacillariophyta_X" "Polar-centric-Mediophyceae" "Chaetoceros" "Chaetoceros_peruvianus"
"asv_023_00294" "Eukaryota" "Alveolata" "Ciliophora" "Spirotrichea" "Strombidiida_B" "Strombidiida_B_X" "Strombidiida_B_XX" "Strombidiida_B_XX_sp."
"asv_023_00295" "Eukaryota" "Alveolata" "Dinoflagellata" "Syndiniales" "Dino-Group-II" "Dino-Group-II-Clade-16" "Dino-Group-II-Clade-16_X" "Dino-Group-II-Clade-16_X_sp."
"asv_023_00296" "Eukaryota" "Alveolata" "Dinoflagellata" "Syndiniales" "Dino-Group-II" "Dino-Group-II-Clade-14" "Dino-Group-II-Clade-14_X" "Dino-Group-II-Clade-14_X_sp."
"asv_023_00297" "Eukaryota" "Alveolata" "Dinoflagellata" "Dinophyceae" "Gymnodiniales" "Gymnodiniaceae" "Gyrodinium" "Gyrodinium_sp."
"asv_023_00298" "Eukaryota" "Stramenopiles" "Ochrophyta" "Chrysophyceae" "Chrysophyceae_X" "Chrysophyceae_Clade-C" "Chrysophyceae_Clade-C_X" "Chrysophyceae_Clade-C_X_sp."
"asv_023_00299" "Eukaryota" "Alveolata" "Dinoflagellata" "Syndiniales" "Dino-Group-II" "Dino-Group-II_X" "Dino-Group-II_XX" "Dino-Group-II_XX_sp."
"asv_023_00300" "Eukaryota" "Alveolata" "Dinoflagellata" "Syndiniales" "Dino-Group-II" "Dino-Group-II-Clade-10-and-11" "Dino-Group-II-Clade-10-and-11_X" "Dino-Group-II-Clade-10-and-11_X_sp."
